timestamp,distance,rx_power,fp_power
0,3.73,-82.43,-91.99
102,3.79,-85.01,-95.7
243,4.16,-86.87,-93.82
328,4.65,-88.02,-94.24
430,4.73,-91.59,-96.63
572,4.68,-92.48,-104.69
656,4.91,-88.35,-102.52
900,4.92,-88.85,-99.16
985,5.28,-86.16,-92.5
1087,4.83,-86.78,-97.82
1230,5.0,-86.7,-95.51
1312,4.94,-86.03,-94.28
1414,5.21,-86.99,-92.7
1559,4.73,-86.76,-99.12
1640,4.91,-86.55,-93.13
1742,4.95,-86.95,-92.82
1887,4.68,-85.0,-92.98
1968,4.65,-84.77,-92.83
2070,4.69,-86.3,-92.56
2215,4.56,-87.27,-93.29
2296,4.29,-88.31,-97.16
2398,4.26,-86.95,-93.71
2543,3.99,-83.79,-94.51
2624,3.83,-84.5,-95.49
2726,3.73,-85.26,-95.24
2871,3.62,-84.83,-92.06
2952,3.6,-81.73,-92.5
3199,3.58,-82.67,-92.67
3280,3.49,-83.14,-92.29
3382,3.15,-83.23,-93.29
3527,2.89,-83.55,-92.27
3608,2.82,-82.12,-92.31
3710,2.86,-83.29,-92.22
3855,2.5,-81.43,-93.3
3936,2.35,-82.28,-92.25
