timestamp,distance,rx_power,fp_power
0,3.56,-85.39,-93.95
124,3.45,-85.15,-95.77
226,4.05,-88.18,-94.24
329,4.33,-90.62,-94.57
556,4.94,-88.87,-93.82
657,4.71,-89.05,-92.58
781,4.48,-85.85,-92.83
884,4.9,-87.34,-93.3
985,4.93,-83.98,-92.56
1109,4.53,-85.45,-91.62
1211,4.81,-82.91,-91.45
1313,4.78,-82.51,-92.65
1439,4.44,-83.73,-93.48
1540,4.62,-85.25,-95.34
1641,4.59,-85.07,-92.36
1767,4.21,-88.18,-92.02
1868,4.46,-86.87,-92.87
1969,4.33,-85.61,-91.65
2095,3.89,-85.32,-92.34
2195,4.16,-86.92,-92.51
2297,4.04,-84.85,-92.79
2423,3.53,-85.93,-95.16
2524,3.65,-85.04,-92.9
2625,3.63,-84.24,-91.53
2852,3.52,-82.27,-91.87
2953,3.45,-82.97,-91.92
3079,3.05,-82.23,-91.55
3180,3.38,-83.46,-92.16
3281,3.15,-82.79,-92.06
3407,2.66,-82.75,-95.46
3508,2.9,-82.29,-93.72
3609,2.62,-81.87,-95.9
3736,2.27,-80.41,-92.04
3836,2.44,-81.57,-92.73
3937,2.31,-81.32,-91.55
