timestamp,distance,rx_power,fp_power
0,2.98,-80.54,-94.62
101,2.99,-80.1,-95.08
203,2.97,-80.69,-94.55
328,2.96,-80.43,-94.99
429,3.01,-80.1,-94.9
531,2.98,-79.97,-95.25
757,2.97,-80.58,-94.43
859,2.94,-80.26,-94.61
984,3.01,-79.94,-95.48
1085,3.02,-80.18,-95.01
1187,3.0,-80.32,-95.86
1312,2.96,-80.09,-96.02
1413,2.99,-80.49,-95.32
1516,2.98,-80.32,-94.77
1639,2.97,-80.14,-95.57
1741,2.97,-80.54,-94.95
1843,2.96,-80.27,-95.04
1968,2.98,-80.41,-95.44
2069,2.99,-80.18,-94.4
2296,2.97,-80.38,-94.58
2397,3.0,-80.59,-95.7
2499,2.97,-79.99,-96.19
2624,2.95,-80.54,-97.23
2724,2.98,-80.27,-96.62
2827,2.94,-80.12,-95.01
2952,2.95,-80.08,-95.75
3053,3.01,-79.95,-95.61
3155,3.01,-80.43,-94.47
3279,2.98,-80.49,-95.21
3483,2.99,-80.18,-96.81
3709,3.0,-79.86,-95.24
3811,2.98,-79.94,-96.05
