timestamp,distance,rx_power,fp_power
0,5.06,-84.82,-92.75
137,5.09,-85.6,-92.68
226,5.09,-84.57,-92.2
328,5.08,-84.95,-92.3
466,5.09,-85.07,-92.36
554,5.08,-85.45,-92.55
657,5.1,-85.49,-92.63
794,5.07,-84.83,-92.09
882,5.08,-85.38,-92.67
984,5.08,-84.67,-92.4
1121,5.08,-84.73,-92.77
1211,5.07,-84.78,-92.28
1313,5.09,-84.46,-92.42
1450,5.09,-85.02,-92.17
1539,5.09,-85.2,-92.8
1778,5.07,-85.03,-92.35
2106,5.07,-85.62,-92.53
2196,5.08,-85.27,-92.61
2298,5.1,-85.13,-92.54
2434,5.06,-84.85,-92.27
2524,5.09,-84.82,-92.05
2626,5.05,-85.26,-92.49
2763,5.05,-85.57,-92.87
2852,5.07,-85.56,-92.75
2954,5.09,-84.84,-92.27
3091,5.07,-84.91,-92.29
3180,5.07,-85.38,-92.7
3282,5.07,-85.43,-92.84
3419,5.05,-84.4,-92.14
3508,5.09,-85.4,-92.83
3611,5.09,-84.66,-91.99
3747,5.09,-85.39,-92.89
3836,5.1,-84.62,-92.72
