timestamp,distance,rx_power,fp_power
0,5.07,-84.91,-93.14
80,5.06,-85.49,-92.97
183,5.04,-85.13,-92.76
329,5.08,-85.28,-92.8
408,5.06,-85.14,-92.87
510,5.07,-85.19,-92.79
658,5.07,-86.09,-93.41
736,5.09,-85.66,-93.25
838,5.1,-85.53,-92.91
987,5.07,-85.51,-92.79
1064,5.09,-85.39,-92.89
1316,5.08,-85.21,-92.69
1394,5.05,-85.18,-92.72
1495,5.08,-85.88,-93.34
1644,5.1,-85.1,-92.59
1722,5.02,-85.06,-93.19
1971,5.09,-84.81,-92.56
2048,5.09,-85.6,-93.36
2150,5.06,-85.46,-93.05
2301,5.05,-85.43,-93.13
2378,5.06,-85.38,-93.09
2479,5.09,-84.87,-92.87
2630,5.08,-84.74,-92.56
2705,5.1,-85.44,-93.0
2808,5.05,-85.31,-93.01
2931,5.05,-85.61,-93.15
3033,5.07,-84.91,-92.56
3135,5.08,-84.78,-92.44
3260,5.05,-85.54,-92.98
3361,5.07,-84.97,-92.77
3464,5.05,-85.0,-92.41
3589,5.07,-84.83,-92.54
3690,5.09,-85.27,-92.94
3792,5.06,-84.98,-92.36
3917,5.09,-84.7,-92.71
4018,5.08,-85.47,-93.16
