timestamp,distance,rx_power,fp_power
0,4.52,-89.78,-94.7
103,4.66,-90.51,-96.53
227,4.87,-87.86,-100.65
329,5.04,-88.51,-99.76
430,5.02,-90.24,-104.9
556,5.23,-85.9,-93.45
657,5.24,-85.3,-99.24
884,5.29,-86.22,-95.51
985,4.96,-89.14,-105.38
1087,5.01,-88.73,-98.88
1211,4.91,-84.76,-91.56
1313,4.69,-87.23,-92.0
1414,4.74,-86.22,-92.39
1540,4.63,-89.6,-93.81
1641,4.62,-87.78,-92.23
1742,4.49,-91.1,-107.65
1868,4.11,-88.63,-102.36
1969,4.14,-87.88,-97.4
2070,4.04,-87.9,-94.87
2197,3.7,-86.36,-96.35
2296,3.66,-84.86,-94.68
2399,3.63,-84.4,-91.88
2525,3.73,-83.14,-91.53
2624,3.47,-83.63,-92.46
2727,3.51,-83.53,-93.34
2853,3.61,-82.94,-92.27
2953,3.77,-83.33,-95.45
3181,3.02,-83.12,-99.05
3281,3.03,-82.9,-93.25
3382,2.96,-82.94,-93.15
3511,2.77,-81.53,-91.89
3608,2.75,-82.93,-93.33
3711,2.66,-80.82,-92.5
3840,2.49,-80.97,-91.71
3937,2.43,-81.94,-92.49
4040,2.33,-82.9,-91.75
