timestamp,distance,rx_power,fp_power
0,4.79,-88.84,-97.85
102,5.01,-89.39,-98.75
227,4.87,-92.36,-106.16
329,5.12,-88.98,-111.42
431,5.2,-90.57,-103.96
556,5.81,-88.57,-101.93
657,5.45,-87.18,-101.75
759,5.6,-88.02,-100.24
884,5.57,-86.2,-93.91
985,5.49,-87.19,-96.42
1087,5.61,-85.27,-95.56
1211,5.63,-88.82,-93.3
1312,5.23,-86.05,-92.5
1415,4.81,-86.23,-93.11
1540,4.78,-86.27,-91.88
1641,4.72,-86.58,-92.06
1742,4.68,-85.04,-92.52
1868,4.61,-85.71,-92.03
1969,4.57,-86.62,-91.59
2197,4.49,-85.4,-92.34
2298,4.43,-85.13,-92.03
2399,4.43,-85.83,-91.97
2525,4.32,-86.04,-91.56
2626,4.41,-85.06,-91.75
2729,3.99,-84.78,-91.82
2854,4.04,-84.08,-91.82
2955,3.96,-85.09,-92.68
3057,3.65,-83.99,-91.43
3182,3.96,-84.1,-92.42
3283,3.55,-83.72,-93.66
3384,3.66,-82.98,-92.99
3510,4.01,-84.94,-92.0
3611,3.87,-84.36,-92.32
3713,3.52,-84.79,-92.73
3838,3.46,-84.28,-93.01
3939,3.15,-84.48,-94.51
