timestamp,distance,rx_power,fp_power
0,2.41,-80.5,-92.1
125,2.57,-80.47,-92.65
228,3.09,-82.08,-94.29
329,2.96,-81.62,-93.64
453,3.29,-81.53,-92.22
555,3.59,-84.24,-98.2
656,3.68,-83.94,-91.72
781,4.16,-84.74,-91.98
883,3.9,-87.47,-93.94
984,4.13,-84.77,-92.7
1109,3.76,-85.46,-92.12
1211,3.75,-84.41,-93.5
1312,3.66,-84.46,-95.72
1437,3.53,-83.83,-97.28
1539,3.71,-84.1,-97.69
1640,3.56,-84.84,-98.6
1765,3.58,-84.76,-91.36
1867,3.41,-82.59,-91.77
2093,3.27,-82.1,-92.29
2195,3.23,-82.85,-92.4
2421,3.14,-81.07,-91.65
2523,3.04,-81.65,-91.77
2624,3.04,-80.4,-91.28
2749,2.94,-80.35,-91.39
2851,2.86,-81.24,-92.25
2953,2.8,-81.77,-92.93
3078,2.73,-81.51,-91.76
3179,2.6,-81.4,-91.66
3281,2.53,-81.63,-91.63
3406,2.46,-81.38,-91.53
3508,2.37,-81.34,-92.2
3609,2.34,-82.05,-92.03
3734,2.3,-81.18,-92.1
3836,2.16,-81.15,-92.14
3937,2.34,-81.01,-93.29
4062,2.38,-81.16,-93.01
